"","t","crop","cover","country","annual_yield","fym","biomass_distrib","bio_mass_input","residues","cc","cc_name","tillage_cr","DR","flag","cf1","cf2","cf3"
"47",3.91666666666667,"MAIZE",1,"AT",12.7,0,0,0,0,0,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"48",4,"MAIZE",1,"AT",12.7,0,0,0,0,0,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"49",4.08333333333333,"MAIZE",1,"AT",12.7,0,0,0,0,0,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"50",4.16666666666667,"MAIZE",1,"AT",12.7,0,0,0,0,0,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"51",4.25,"MAIZE",1,"AT",12.7,0,0,0,0,0,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"52",4.33333333333333,"MAIZE",1,"AT",12.7,0,0,0,0,0,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"53",4.41666666666667,"MAIZE",1,"AT",12.7,0,0,0,0,1,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"54",4.5,"MAIZE",1,"AT",12.7,0,0,0,0,1,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"55",4.58333333333333,"MAIZE",1,"AT",12.7,0,0,0,0,1,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"56",4.66666666666667,"MAIZE",1,"AT",12.7,0,0,0,0,1,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"57",4.75,"MAIZE",1,"AT",12.7,0,1,0,2.9366175,1,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"58",4.83333333333333,"MAIZE",1,"AT",12.7,0,0,0,0,0,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"59",4.91666666666667,"MAIZE",1,"AT",12.7,0,0,0,0,0,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
"60",5,"MAIZE",1,"AT",12.7,0,0,0,0,0,"spring",0.95,1.44,"Treatment",1.66666666666667,1,1
