"","t","crop","cover","country","annual_yield","fym","biomass_distrib","bio_mass_input","residues","cc","cc_name","tillage_cr","DR","flag","cf1","cf2","cf3"
"62",5.16666666666667,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"63",5.25,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"64",5.33333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"65",5.41666666666667,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"66",5.5,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"67",5.58333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"68",5.66666666666667,"SORGHUM",0,"US",4.5554375,0,1,0,0.6016727975,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"69",5.75,"SORGHUM",0,"US",4.5554375,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"70",5.83333333333333,"SORGHUM",0,"US",4.5554375,0,0,0,0,0,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"71",5.91666666666667,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
"72",6,"SORGHUM",0,"US",4.5554375,0,0,0,0,1,"winter",0.93,1.44,"Treatment",1,0.333333333333333,1
